,Vid,CurEpoch,Time,FPS,Split,Embed,Crop,Resize,Lr_type,LR (E-3),Batch,Size (M),ModelSize,Epoch,Loss,Act,Norm,FC,Reduce,ENC_type,ENC_strds,KS,enc_dim,DEC,DEC_strds,lower_width,Quant,bits/param,bits/param w/ overhead,bits/pixel,PSNR_list_50,best_pred_seen_psnr,best_pred_unseen_psnr,best_quant_seen_psnr,best_quant_unseen_psnr,pred_seen_psnr,pred_unseen_psnr
0,k400_train0,1000,0:16:52.459459,1549.4479675897992,1_1_1,pe_1.25_80,-1,128_256,cosine_0.1_1_0.1,1.0,2,0.0_0.98_0.98,1.0,1000,L2,gelu,none,8_16,1.2,convnext,,0_3_3,64_16,pshuffel,"4,2,2",6,quant_M8_E6,7.711069326806033,7.893887977611386,7.896433512369792,"22.07,23.5,25.91,27.29,28.19,29.23,29.79,30.36,30.68,30.96,31.71,31.93,32.38,32.7,32.92,33.08,33.2,33.28,33.32,33.32,33.32,33.32",33.32,0.0,33.28,0.0,33.32,0.0
